MASTERCLIENT,LOCATIONCODE,ITEMNO,DESCRIPTION,DESCRIPTION2,OKQUANTITY,REJECTQUANTITY,HOLDQUANTITY,TOTALQUANTITY,PUTAWAYOUTSTANDINGQTY,GATEENTRYOUTSTANDING,UOM,ITEMCATEGORYCODE,BRANDCODE,VENDORCODE,VENDORNAME,GRNNUMBER,ASNNO,GRNREGISTEREDDATE,CLIENTGRNDATE,PETSTYLECODE,STYLENAME,COLORCODE,SIZECODE,SOURCENO,INVOICENO,INVOICEDATE,VEHICLEARRIVALDATETIME,STATUS,POTYPE,CREATEDBY,MODIFYBY,IMEI,BOXID,STOREID,LOTNO,SERIALNO,LOTEXPIRY,MRP,VENDORBATCHNO,MFGDATE,PONO,PURCHASEPRICE,VENDORORDERNO,DISPATCHTYPE,ITEMSERIALNO,TOTALWAREHOUSEQUANTITY,CONTAINERNO,PONO2,COUNTRY_OF_ORIGIN,CATEGORY,BILL_OF_LADING,BILL_OF_ENTRY,WEIGHT,VOLUME,LPNCODE,ITEMCBM,ASNCBM,TOTALITEMCBM,TOTALASNCBM,NO2,BINCODE,TRANSPORTERNAME,VEHICLENO,DOCKETNO,VENDORADDRESS,SOURCETYPE,DEVICEMAC,DATA_MONTH
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,0,1,0,1,0,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY12747,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00819,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,B8B7DBF454A7,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY066534,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00821,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB2232107,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY26082,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00823,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,B8B7DBF877AB,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY077329,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00823,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB2244BFF,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY079914,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00820,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB26D32A9,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY38531,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00820,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,B8B7DBF97B73,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY056458,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00823,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB221BB57,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,0,1,0,1,0,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY3586,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00819,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,B8B7DBC671BE,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,0,1,0,1,0,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY077310,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00819,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB224521F,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,0,1,0,1,0,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY097083,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00819,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB2B57210,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY11149,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00820,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,B8B7DBC7095E,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY37472,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00823,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,B8B7DBF9BEFB,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY109703,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00820,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB2E29A20,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,0,1,0,1,0,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY35710,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00819,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,B8B7DBF84A4B,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY10627,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00821,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,B8B7DBC7089E,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY099725,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00821,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB2B56628,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY8651,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00820,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,B8B7DBC679D6,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY068549,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00821,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB223451F,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,0,1,0,1,0,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY15552,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00819,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,B8B7DBC60B4E,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY050297,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00821,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB220D7F7,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY2594,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00821,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,B8B7DB8C369C,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,0,1,0,1,0,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY098696,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00819,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB2B57860,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,0,1,0,1,0,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY068488,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00819,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB2235C57,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,0,1,0,1,0,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY080924,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00819,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB26CF119,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY056006,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00821,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB221AE7F,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,0,1,0,1,0,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY084330,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00819,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,989DB273DB0B,2026-04-01
WIOM,001-SAKET,WM-03,Wiom ONT_SY-GPON-2000-WADONT-WHITE,Normal BAU,0,1,0,1,0,0,PCS,ELECTRONICS,,V202206004,GOIP Global Services Private Limited,GRN/2627/251,ASN/2627/11,2026-04-23T14:28:32,,WM-03,,,,GE/2627/11,DC/2627/RMA/530,2026-04-21T00:00:00,,Released,,Rahul,Rahul,,,,DC/2627/RMA/530,SY22893,,0,,2026-04-21T00:00:00,PO/2627/6,1950,PR/2627/2,Warehouse,,1,,,,,,,0,0,DEL_AX00819,0,0,0,0,ONT,,,,,"H-68, Sector-63, Noida, Gautam Buddha Nagar",Gate Entry,B8B7DBF49D8F,2026-04-01
